"TITLE","AUTHORS","SUBJECT","DESCRIPTION","PUBLISHER","AVAILABILITY","RESEARCH_ORG","SPONSORING_ORG","CONTRIBUTING_ORG","PUBLICATION_COUNTRY","PUBLICATION_DATE","LANGUAGE","RESOURCE_TYPE","TYPE_QUALIFIER","RELATION","COVERAGE","FORMAT","IDENTIFIER","REPORT_NUMBER","DOE_CONTRACT_NUMBER","OTHER_IDENTIFIER","DOI","RIGHTS","ENTRY_DATE","OSTI_IDENTIFIER","CITATION_URL","PURL_URL","JOURNAL_NAME","JOURNAL_ISSUE","JOURNAL_VOLUME"
"ANGULAR SPREAD OF HYDROGEN ATOMS FORMED BY ELECTRON CAPTURE AND DISSOCIATION OF H$sup +$, H$sub 2$$sup +$, AND H$sub 3$$sup +$ IN H$sub 2$, H$sub 2$O, AND C$sub 8$F$sub 16$ AT ENERGIES OF 2.5 TO 15 keV.","Payne, M F; Riviere, A C","N60400* -Physics (Atomic & Molecular)-Collision Phenomena; ANGULAR DISTRIBUTION; ATOMS; DISSOCIATION; ELECTRON CAPTURE; HYDROGEN; HYDROGEN IONS 1 PLUS; HYDROGEN IONS 2 PLUS; HYDROGEN IONS 3 PLUS; ION BEAMS; KEV RANGE 01-10; KEV RANGE 10-100; MOLECULES; ORGANIC FLUORINE COMPOUNDS; WATER; WATER/hydrogen-ion reactions at 2.5 to 15 keV with, angular distribution of hydrogen atoms formed by electron capture and dissociation in, (E); HYDROGEN IONS (H$sub 3$$sup +$)/reactions with fluorocarbons (C$sub 8$F$sub 16$), hydrogen molecules, and water at 2.5 to 15 keV, angular distribution of hydrogen atoms formed by electron capture and dissociation in, (E); HYDROGEN IONS (H$sup +$)/reactions with fluorocarbons (C$sub 8$F$sub 16$), hydrogen molecules, and water at 2.5 to 15 keV, angular distribution of hydrogen atoms formed by electron capture and dissociation in, (E); FLUOROCARBONS/hydrogen-ion reactions at 2.5 to 15 keV with C$sub 8$F$sub 16$, angular distribution of hydrogen atoms formed by electron capture and dissociation in, (E); HYDROGEN/hydrogen-ion reactions at 2.5 to 15 keV with molecular, angular distribution of hydrogen atoms formed by electron capture and dissociation in, (E); HYDROGEN IONS (H$sub 2$$sup +$)/reactions with fluorocarbons (C$sub 8$F$sub 16$), hydrogen m","","","","Culham Lab., Abingdon, Eng.","","","United Kingdom","1972-01-01T00:00:00Z","English","Journal Article","","Journal Name: J. Phys., D (London) 5: No. 1, 69-78(Jan 1972).; Other Information: Orig. Receipt Date: 31-DEC-72; Bib. Info. Source: UK (United Kingdom (sent to DOE from))","","Medium: X","","","","","","","2009-12-14T00:00:00Z","4700242","https://www.osti.gov/biblio/4700242","","J. Phys., D (London) 5: No. 1, 69-78(Jan 1972).","",""
"EXACT AND ASYMPTOTIC X-RAY INTENSITY VALUES FROM 20-PARAMETER HYLLERAAS- TYPE WAVE FUNCTIONS. He AND He-LIKE IONS.","Benesch, R; Smith, Jr, V H","N60200* -Physics (Atomic & Molecular)-Atomic & Molecular Properties; BORON IONS; FORM FACTORS; HELIUM; HYDROGEN IONS 1 MINUS; LITHIUM IONS; MAGNESIUM IONS; OXYGEN IONS; SCATTERING; X RADIATION NEON IONS; BORON IONS/x-ray scattering by B$sup 3+$, form factors and intensity values for, (T); X RADIATION/scattering by helium and helium-like ions, form factors and intensity values for, (T); OXYGEN IONS/x-ray scattering by O$sup 6+$, form factors and intensity values for, (T); HELIUM/x-ray scattering by, form factors and intensity values for, (T); NEON IONS/x-ray scattering by Ne$sup 8+$, form factors and intensity values for, (T); MAGNESIUM IONS/x-ray scattering by Mg$sup 10+$, form factors and intensity values for, (T); LITHIUM IONS/x-ray scattering by Li$sup +$, form factors and intensity values for, (T); HYDROGEN IONS (H$sup -$)/x-ray scattering by, form factors and intensity values for, (T)","","","","Univ. of Waterloo, Ont.","USDOE","","Country unknown/Code not available","1971-01-01T00:00:00Z","English","Journal Article","","Journal Name: Int. J. Quant. Chem., Symp. No. 5, 35-45(1971).; Other Information: From International symposium on atomic, molecular, and solid-state theory and quantum biology; Sanibel Island, Fla. (18 Jan 1971). Orig. Receipt Date: 31-DEC-72","","Medium: X","","","","Journal ID: IJQSA","10.1002/qua.560050806","","2016-05-26T00:00:00Z","4700330","https://www.osti.gov/biblio/4700330","","Int. J. Quant. Chem., Symp. No. 5, 35-45(1971).","",""
"SPECTROPHOTOMETRIC STUDY OF A CHROMOSPHERIC FLARE JULY 8, 1966.","Musaev, M M","N56400* -Physics (Astrophysics & Cosmology)-Solar Phenomena; CHROMOSPHERE; HYDROGEN; PHOTOMETRY; SOLAR FLARES; SPECTRA; SOLAR FLARES/spectrophotometric study of chromospheric, of July 8, 1966, (E)","","","","Shemakhin Astrophysical Observatory, USSR","","","Country unknown/Code not available","1971-01-01T00:00:00Z","Russian","Journal Article","","Journal Name: Izv. Akad. Nauk Azerb. SSR, Ser. Fiz.-Tekh. Mat. Nauk No. 1, 73- 8(1971).; Other Information: Orig. Receipt Date: 31-DEC-72","","Medium: X","","","","","","","2009-12-15T00:00:00Z","4646746","https://www.osti.gov/biblio/4646746","","Izv. Akad. Nauk Azerb. SSR, Ser. Fiz.-Tekh. Mat. Nauk No. 1, 73- 8(1971).","",""
"KINETICS AND MECHANISM OF HYDROGEN REDUCTION OF SOME URANIUM OXIDES.","Juusela, J","N40420* -Chemistry-Radiochemistry & Nuclear Chemistry- Properties of Radioactive Materials; CHEMICAL REACTION KINETICS; HYDROGEN; REDUCTION; U3O8; URANIUM DIOXIDE; URANIUM OXIDES U$sub 3$O$sub 8$/reduction by hydrogen, kinetics and mechanisms of; URANIUM OXIDES UO$sub 2$/reduction by hydrogen, kinetics and mechanisms of; HYDROGEN/reactions with uranium oxides, kinetics and mechanisms of","","","INIS.","Helsinki Univ. of Technology, Otaniemi (Finland). Lab. of Process Metallurgy","","","Country unknown/Code not available","1971-01-01T00:00:00Z","English","Thesis/Dissertation","","Other Information: Thesis. UNCL. Orig. Receipt Date: 31-DEC-72","","Medium: X; Size: Pages: 53","","INIS-mf-193","","","","","2008-02-05T00:00:00Z","4666736","https://www.osti.gov/biblio/4666736","","","",""
"PROTON SCATTERING BY PROTONS AND NUCLEI IN THE INTERNAL BEAM OF AN ACCELERATOR USING A GAS TARGET.","Bartenev, V D; Belushkina, A A; Valevich, V I","N54600* -Particle Accelerators-Experimental Facilities; N64130 -Physics (High Energy)-Particle Interactions & Properties (Experimental)-Strong (Baryon-induced); DEUTERONS; DIFFERENTIAL CROSS SECTIONS; ELASTIC SCATTERING; GASES; HYDROGEN; POLYETHYLENES; PROTON BEAMS; PROTONS; STRONG INTERACTIONS; TARGETS; ETHYLENE POLYMERS/description of thin internal target of, for proton scattering studies; PROTONS/interactions p + p at 8 to 70 GeV, differential cross sections for elastic, (E); RADIATION TARGETS/description of internal gaseous hydrogen; DEUTERONS/interactions p + d at 8 to 70 GeV, differential cross sections for elastic, (E); RADIATION TARGETS/description of internal polyethylene; PROTONS/interactions p + d at 8 to 70 GeV, differential cross sections for elastic, (E); HYDROGEN/description of internal target of gaseous","","","","Joint Inst. for Nuclear Research, Dubna, USSR; and others","","","Country unknown/Code not available","1971-01-01T00:00:00Z","Russian","Journal Article","","Journal Name: pp 16-25 of Proceedings of the International Conference on Instrumentation for High Energy Physics. /Dzhelepov, V. P. (ed.). Moscow Joint Inst. for Nuclear Research (1971).; Other Information: From International conference on instrumentation for high energy physics; Dubna, USSR (8 Sep 1970). Orig. Receipt Date: 31-DEC-72","","Medium: X","","","","","","","2009-12-15T00:00:00Z","4677818","https://www.osti.gov/biblio/4677818","","pp 16-25 of Proceedings of the International Conference on Instrumentation for High Energy Physics. /Dzhelepov, V. P. (ed.). Moscow Joint Inst. for Nuclear Research (1971).","",""
"KINETICS AND MECHANISM OF HYDROGEN REDUCTION OF SOME URANIUM OXIDES.","Juusela, J","N40420* -Chemistry-Radiochemistry & Nuclear Chemistry- Properties of Radioactive Materials; CHEMICAL REACTION KINETICS; HYDROGEN; REDUCTION; U3O8; URANIUM DIOXIDE; URANIUM OXIDES; URANIUM OXIDES UO$sub 2$/reduction by hydrogen, kinetics and mechanisms of; HYDROGEN/reactions with uranium oxides, kinetics and mechanisms of reduction; URANIUM OXIDES U$sub 3$O$sub 8$/reduction by hydrogen, kinetics and mechanisms of; URANIUM OXIDES/reduction by hydrogen, kinetics and mechanisms of","","","Dep. NTIS (U. S. Sales Only).","Helsinki Univ. of Technology, Otaniemi (Finland). Lab. of Process Metallurgy","","","Country unknown/Code not available","1971-01-01T00:00:00Z","English","Thesis/Dissertation","","Other Information: Thesis. UNCL. Orig. Receipt Date: 31-DEC-72","","Medium: X; Size: Pages: 53","","NP-19150","","","","","2008-02-05T00:00:00Z","4696233","https://www.osti.gov/biblio/4696233","","","",""
"RADIATION CHEMISTRY OF SATURATED--UNSATURATED HYDROCARBON SYSTEMS. II. HYDROGEN FORMATION DURING RADIOLYSIS OF LIQUID C$sub 6$--C$sub 8$ HYDROCARBON MIXTURES.","Wojnarovits, L; Foeldiak, G","N20330* -Chemistry-Radiation & Nuclear Chemistry- Radiolysis; GAMMA RADIATION; HYDROCARBONS; HYDROGEN; LIQUIDS; RADIATION CHEMISTRY; RADIOLYSIS; HYDROCARBONS/radiolysis of C$sub 6$-C$sub 8$ liquid mixtures of, hydrogen formation during; GAMMA RADIATION/effects on liquid C$sub 6$-C$sub 8$ hydrocarbon mixtures; HYDROGEN/yields from radiolysis of liquid C$sub 6$-C$sub 8$ hydrocarbon mixtures","","","","Inst. of Isotopes, Budapest","","","Country unknown/Code not available","1971-01-01T00:00:00Z","English","Journal Article","","Journal Name: Acta Chim. Acad. Sci. Hung. 67: 221-7(1971).; Other Information: Orig. Receipt Date: 31-DEC-71","","Medium: X","","","","","","","2009-12-14T00:00:00Z","4052963","https://www.osti.gov/biblio/4052963","","Acta Chim. Acad. Sci. Hung. 67: 221-7(1971).","",""
"EQUILIBRIUM CHARGE-STATE DISTRIBUTIONS OF HEAVY IONS (1 TO 14 MeV).","Wittkower, A B; Ryding, G","N32240* -Physics-Atomic & Molecular Physics-Collision Phenomena; ARGON- CHLORINE- HELIUM- HYDROGEN- KRYPTON- NITROGEN- OXYGEN; CARBON; CARBON DIOXIDE- GOLD- IODINE- XENON; DISTRIBUTION; ELECTRIC CHARGES; FOILS; GASES; HEAVY IONS; ION BEAMS; IONIZATION; MEV RANGE 01-10; MEV RANGE 10-100 ARGON- BROMINE- HELIUM- HYDROGEN- KRYPTON- NITROGEN; OXYGEN/ion reactions at 1 to 14 MeV with molecular, equilibrium charge-state distributions from heavy-, (E); NITROGEN/ion reactions at 1 to 14 MeV with molecular, equilibrium charge-state distributions from heavy- , (E); HELIUM/ion reactions at 1 to 14 MeV with, equilibrium charge-state distributions from heavy-, (E); ARGON/ion reactions at 1 to 14 MeV with, equilibrium charge-state distributions from heavy-, (E); KRYPTON/ion reactions at 1 to 14 MeV with, equilibrium charge-state distributions from heavy-, (E); CARBON DIOXIDES/iodine-ion reactions at 8 MeV with, equilibrium charge-state distributions from, (E); GOLD/iodine-ion reactions at 10 and 12 MeV with foils of, equilibrium charge-state distributions from, (E); HYDROGEN/ion reactions at 1 to 14 MeV with molecular, equilibrium charge-state distributions from heavy-, (E); CHLORINE IONS/reactions with carbon foils and gases at 1 to 14 MeV, equilibrium charge-state distributions from, (E); BROMINE IONS/reactions with carbon foils an","","","","High Voltage Engineering Corp., Burlington, Mass.","USDOE","","Country unknown/Code not available","1971-01-01T00:00:00Z","English","Journal Article","","Journal Name: Phys. Rev., A 4: No. 1, 226-32(1 Jul 1971).; Other Information: Orig. Receipt Date: 31-DEC-71","","Medium: X","","","","","10.1103/PhysRevA.4.226","","2016-05-25T00:00:00Z","4040110","https://www.osti.gov/biblio/4040110","","Phys. Rev., A 4: No. 1, 226-32(1 Jul 1971).","",""
"FORWARD COMPTON SCATTERING FROM HYDROGEN AND DEUTERIUM AT 8 AND 16 GeV.","Boyarski, A M; Coward, D H; Ecklund, S","N34110* -Physics (High Energy)-Particle Interactions & Properties (Experimental)-Electromagnetic; COMPTON EFFECT; CROSS SECTIONS; DEUTERIUM; GEV RANGE 01-10; GEV RANGE 10-100; HYDROGEN; INTERACTIONS; NEUTRONS; PHOTONS; PROTONS; VECTOR DOMINANCE MODEL; DEUTERONS/interactions $gamma$ + d at 8 and 16 GeV, cross sections for forward Compton, (E); PROTONS/interactions $gamma$ + p at 8 and 16 GeV, cross sections for forward Compton, (E); PHOTONS/interactions $gamma$ + p at 8 and 16 GeV, cross sections for forward Compton, (E); PHOTONS/ interactions $gamma$ + d at 8 and 16 GeV, cross sections for forward Compton, (E)","","","","Stanford Univ., CA (United States); and others","","","Country unknown/Code not available","1971-01-01T00:00:00Z","English","Journal Article","","Journal Name: Phys. Rev. Lett. 26: No. 25, 1600-3(21 Jun 1971).; Other Information: Orig. Receipt Date: 31-DEC-71","","Medium: X","","","","","10.1103/PhysRevLett.26.1600","","2009-12-14T00:00:00Z","4033363","https://www.osti.gov/biblio/4033363","","Phys. Rev. Lett. 26: No. 25, 1600-3(21 Jun 1971).","",""
"$sup 8$B PRODUCTION IN THE CAPTURE OF STOPPED $pi$-MESONS BY NITROGEN NUCLEI.","Agababian, N M; Batusov, Yu A; Bunyatov, S A; Gulkanian, H R; Sidorov, V M; Yarba, V A","N36350* -Physics (Nuclear)-Nuclear Properties & Reactions, 6 <= A <= 19-Nuclear Reactions & Scattering; BORON 8; BOUND STATE; CAPTURE; HYDROGEN 6; NEUTRONS; NITROGEN 14; NUCLEAR REACTIONS; PIONS-MINUS; PRODUCTION; NITROGEN ISOTOPES N-14/meson ($pi$$sup -$) capture at rest, boron-8 production and upper limits for hydrogen-6, and n$sup 3$, n$sup 4$, and n$sup 5$ bound multineutron state production in, (E); BORON ISOTOPES B-8/ production in meson ($pi$$sup -$) capture by nitrogen-14 at rest, (E); TRINEUTRONS/production in meson ($pi$$sup -$) capture by nitrogen-14 at rest, upper limits for, (E); TETRANEUTRONS/production in meson ($pi$$sup -$) capture by nitrogen-14 at rest, upper limits for, (E); MESONS ($pi$$sup -$)/capture by nitrogen-14 at rest, boron-8 production and upper limits for hydrogen-6, and n$sup 3$, n$sup 4$, and n$sup 5$ bound multineutron state production in, (E); HYDROGEN ISOTOPES H-6/production in meson ($pi$$sup -$) capture by nitrogen-14 at rest, upper limits for, (E)","","","Dep. NTIS (U. S. Sales Only).","Joint Inst. for Nuclear Research, Dubna (USSR). Lab. of Nuclear Problems","","","USSR","1971-01-01T00:00:00Z","Russian","Technical Report","","Other Information: UNCL. Orig. Receipt Date: 31-DEC-72","","Medium: X; Size: Pages: 8","","JINR-P1-5892","","","","","2010-06-03T00:00:00Z","4709874","https://www.osti.gov/biblio/4709874","","","",""
"HYDROGEN DENSITY AND PROTON FLUX IN THE TOPSIDE IONOSPHERE OVER ARECIBO, PUERTO RICO, FROM INCOHERENT SCATTER OBSERVATIONS.","Ho, M C; Moorcroft, D R","N32610* -Physics (Atmospheric)-Auroral & Ionospheric Phenomena; ANGULAR DISTRIBUTION; CATIONS; DENSITY; DISTRIBUTION; DIURNAL VARIATION; DOSE RATES; ELECTRON TEMPERATURE; F-LAYER; HELIUM COMPOUNDS; HYDROGEN; HYDROGEN COMPOUNDS; ION DENSITY; ION TEMPERATURE; LEVELS; MATHEMATICAL MODELS; MOTION; NEUTRAL PARTICLES; OXYGEN COMPOUNDS; PROTON BEAMS; PROTONS; PUERTO RICO; RADIO WAVES; SCATTERING; TEMPERATURE; WAVE PROPAGATION; HYDROGEN/density in topside ionosphere, Dec. 7 and 8, 1965 incoherent scatter observations of neutral, (E); PROTONS/flux in topside ionosphere, Dec. 7 and 8 1965 incoherent scatter observations of, (E); IONOSPHERE/ proton flux in topside, Dec. 7 and 8, 1965 incoherent scatter observations of, (E); IONOSPHERE/hydrogen density in topside, Dec. 7 and 8, 1965 incoherent scatter observations of neutral, (E)","","","","Univ. of Western Ontario, London","","","United Kingdom","1971-01-01T00:00:00Z","English","Journal Article","","Journal Name: Planet. Space Sci. 19: No. 11, 1441-55(Nov 1971).; Other Information: Orig. Receipt Date: 31-DEC-72; Bib. Info. Source: UK (United Kingdom (sent to DOE from))","","Medium: X","","","","","10.1016/0032-0633(71)90005-5","","2009-12-14T00:00:00Z","4722173","https://www.osti.gov/biblio/4722173","","Planet. Space Sci. 19: No. 11, 1441-55(Nov 1971).","",""
"ALGEBRAIC DETERMINATION OF ELECTRON--NUCLEAR AND ELECTRON--ELECTRON DISTRIBUTION FUNCTIONS FROM HYLLERAAS-TYPE WAVE FUNCTIONS.","Benesch, R","N32250* -Physics-Atomic & Molecular Physics-Atomic Theory; N32220 -Physics-Atomic & Molecular Physics-Atomic & Molecular Properties; ALGEBRA; ANGULAR DISTRIBUTION; ANIONS; ATOMIC MODELS; BORON COMPOUNDS; CATIONS; COMPUTER CALCULATIONS; DENSITY MATRIX; DISTRIBUTION; ELECTRONS; ENERGY; EXPECTATION VALUE; GROUND STATE; HELIUM; HELIUM COMPOUNDS; HYDROGEN COMPOUNDS; IONIZATION; IONS; LITHIUM COMPOUNDS; MAGNESIUM COMPOUNDS; NEON COMPOUNDS; NUCLEI; NUMERICAL SOLUTION; OPERATORS; OXYGEN COMPOUNDS; S-STATES; SERIES EXPANSION; VALENCE; OXYGEN IONS/electron radial distribution in O$sup 6+$, calculation using Hylleraas-type wave functions; HYDROGEN IONS (H$sup -$)/ electron radial distribution in, calculation using Hylleraas-type wave functions; LITHIUM IONS/electron radial distribution in Li$sup +$, calculation using Hylleraas-type wave functions; BORON IONS/electron radial distribution in B$sup 3+$, calculation using Hylleraas-type wave functions; NEON IONS/electron radial distribution in Ne$sup 8+$, calculation using Hylleraas-type wave functions; MAGNESIUM IONS/electron radial distribution in Mg$sup 10+$, calculation using Hylleraas-type wave functions; ATOMS/electron radial distribution in, calculation using Hylleraas-type wave functions; HELIUM/electron radial distribution in, calculation using Hylleraas-type wave functions","","","","Univ. of Waterloo, Ont.","","","United Kingdom","1971-01-01T00:00:00Z","English","Journal Article","","Journal Name: J. Phys., B (London) 4: No. 11, 1403-14(Nov 1971).; Other Information: Orig. Receipt Date: 31-DEC-72; Bib. Info. Source: UK (United Kingdom (sent to DOE from))","","Medium: X","","","","","","","2009-12-14T00:00:00Z","4702656","https://www.osti.gov/biblio/4702656","","J. Phys., B (London) 4: No. 11, 1403-14(Nov 1971).","",""
"DEVELOPMENT OF FUEL ELEMENT FABRICATION.","Adamson, Jr, G M","N30220* -Metals, Ceramics, & Other Materials-Ceramics & Cermets-Preparation & Fabrication; N30120 -Metals, Ceramics, & Other Materials-Metals & Alloys-Preparation & Fabrication; N38700 -Reactor Components, Fuels & Accessories; ACCELERATORS- ALUMINUM- BUBBLES- DEFECTS- FABRICATION- FUEL ELEMENTS- HYDROGEN- IONS- MOCKUP- PLATES- RADIATION EFFECTS- TESTING- VELOCITY; ALUMINUM- DENSITY- FUEL ELEMENTS- IRRADIATION- PLATES- POWDER METALLURGY- RADIATION EFFECTS- RADIOGRAPHY- REACTOR CORE- RESEARCH REACTORS- TESTING- U3O8- WELDING; ALUMINUM- DISPERSIONS- FUEL ELEMENTS- PARTICLES- PREPARATION- URANIUM- ZIRCONIUM OXIDES; HYDROGEN/effects of cyclotron-injected, on blistering in powder metallurgy aluminum plates; ORNL HIGH-FLUX ISOTOPE REACTOR/fuel elements for, fabrication of increased fuel loaded; REACTOR FUEL ELEMENTS/ fabrication of aluminum plate-type, for blistering testing in simulated HFIR elements; ALUMINUM ALLOYS AND SYSTEMS/Al-U$sub 3$O$sub 8$, fabrication of dispersion fuel plates of, for irradiation in ETR; URANIUM OXIDES U$sub 3$O$sub 8$/Al-U$sub 3$O$sub 8$, fabrication of dispersion fuel plates of, for irradiation in ETR; ALUMINUM ALLOYS AND SYSTEMS/Al-U$sub 3$O$sub 8$, radiation effects on fuel plates of, in-pile; REACTOR FUEL ELEMENTS/density of aluminum- uranium oxide dispersion-type, radiographic determination of; URANIUM ALLOYS AND SYSTEMS/Al-U-base-ZrO$sub 2$, fabrication of void-containing boron carbide poisoned fuel plates of, method for; ALUMINUM/radiation effects on powder metallurgy plates of, cyclotron-injected hydrogen; URANIUM OXIDES U$sub 3$O$sub 8$/Al-U$sub 3$O$sub 8","","","","Oak Ridge National Lab., Tenn.","","","United States","1970-10-31T00:00:00Z","English","Technical Report","","Other Information: UNCL. Orig. Receipt Date: 31-DEC-70","","Medium: X","","ORNL-4440","","","","","2008-02-05T00:00:00Z","4747218","https://www.osti.gov/biblio/4747218","","","",""
"$lambda$ K PRODUCTION IN FOUR-PRONG $pi$$sup +$p INTERACTIONS AT 8 GeV/c.","Balea, E; Balea, O; Mihul, A; Sabau, M","N34140* -Physics (High Energy)-Particle Interactions & Properties (Experimental)-Strong (Meson-induced); ANGULAR DISTRIBUTION; BUBBLE CHAMBERS; CROSS SECTIONS; DISTRIBUTION; GEV RANGE 01-10; INTERACTIONS; K*RESONANCES; MASS; MOMENTUM; PIONS-PLUS; PRODUCTION; PROTONS; RHO RESONANCES; WIDTH; Y*RESONANCES; HYPERONS ($lambda$)/production in $pi$$sup +$ + p interactions at 8 GeV/c in hydrogen bubble chamber, momentum and angular distributions for, (E); PROTONS/interactions $pi$$sup +$ + p at 8 GeV/c in hydrogen bubble chamber, mass distributions and cross sections for resonance production and momentum and angular distributions for, (E); MESONS, RESONANCE/ production of K(890) in $pi$$sup +$ + p interactions at 8 GeV/c in hydrogen bubble chamber, cross sections for, (E); MESONS (rho)/production in $pi$$sup +$ + p interactions at 8 GeV/c in hydrogen bubble chamber, (E); MESONS (K)/production in $pi$$sup +$ + p interactions at 8 GeV/c in hydrogen bubble chamber, momentum and angular distributions for, (E); BARYONS, RESONANCE (Y*)/production of $Sigma$$sup +$(1385), $Sigma$$sup -$(1385), and $lambda$$pi$$sup +$(2000) and $lambda$K(1800) enhancements in $pi$$sup +$ + p interactions at 8 GeV/c in hydrogen bubble chamber, cross sections for, (E); MESONS ($pi$)/production in $pi$$sup +$ + p intera","","","Dep. NTIS (U. S. Sales Only).","Institutul de Fizica Atomica, Bucharest (Romania)","","","Country unknown/Code not available","1970-01-01T00:00:00Z","English","Technical Report","","Other Information: UNCL. Orig. Receipt Date: 31-DEC-71","","Medium: X; Size: Pages: 14","","IFA-HE-73","","","","","2008-02-05T00:00:00Z","4742567","https://www.osti.gov/biblio/4742567","","","",""
